image_id,file_name,split,scenario_category,has_saliency_png,has_fixation_mat,ground_truth_caps,primary_gt_caption,n_gt_captions,blip_caption,blip2_caption,ofa_caption,vit_gpt2_caption,bleu4_blip,bleu4_blip2,bleu4_ofa,bleu4_vit_gpt2,cider_blip,meteor_blip,rougeL_blip,human_correct_blip,human_correct_blip2,human_correct_ofa,human_correct_vit_gpt2,error_type_blip,error_type_blip2,error_type_ofa,error_type_vit_gpt2,error_token_blip,error_token_blip2,error_token_ofa,error_token_vit_gpt2,js_div_mean_blip,kl_div_mean_blip,error_token_js_blip,other_tokens_js_blip,gt_caps_parsed,bleu1_blip,bleu2_blip,bleu3_blip,bleu4_conf_blip,bleu1_blip2,bleu2_blip2,bleu3_blip2,cider_blip2,meteor_blip2,rougeL_blip2,bleu4_conf_blip2,bleu1_vit_gpt2,bleu2_vit_gpt2,bleu3_vit_gpt2,cider_vit_gpt2,meteor_vit_gpt2,rougeL_vit_gpt2,bleu4_conf_vit_gpt2,annotator_1_blip,annotator_2_blip,annotator_3_blip,annotator_1_blip2,annotator_2_blip2,annotator_3_blip2,annotator_1_vit_gpt2,annotator_2_vit_gpt2,annotator_3_vit_gpt2,metric_correct_blip,metric_correct_blip2,metric_correct_vit_gpt2,js_div_max_blip,cos_sim_mean_blip
21639,COCO_val2014_000000021639.jpg,val,general_baseline,True,True,"['A rainbow cake with white frosting and a slice cut out.', ""A slice of cake that's colored like the rainbow is missing a piece."", 'A rainbow colored cake has one slice slid out of it.', 'A rainbow birthday cake sitting on a decorative table cloth. ', 'a nice cake with many colors put on it']",A rainbow cake with white frosting and a slice cut out.,5,there is a cake with a slice taken out of it on a table,a cake that has been cut in half,[OFA_UNAVAILABLE],a cake on a table with candles on it,0.0654186894175443,0.0346657712709552,,0.0824872000639961,0.1649006712169048,0.3915789473684211,0.4799999999999999,1,1,,1,correct,correct,,correct,,,,,0.3997288947786843,7.126818588410857,,,"['A rainbow cake with white frosting and a slice cut out.', ""A slice of cake that's colored like the rainbow is missing a piece."", 'A rainbow colored cake has one slice slid out of it.', 'A rainbow birthday cake sitting on a decorative table cloth. ', 'a nice cake with many colors put on it']",0.7857142857142857,0.4916891718944415,0.1262990297223534,low,0.4412484512922977,0.0745846012004108,0.0434130296054057,0.0683578529090832,0.1869158878504672,0.3157894736842105,low,0.7777777777777778,0.4409585518440984,0.1405721108836249,0.1015432082333006,0.4133333333333333,0.5555555555555556,low,1,1,0,1,1,1,1,1,1,0,0,0,0.4087971236087231,0.3567188179589077
66717,COCO_val2014_000000066717.jpg,val,gender_ambiguity,True,True,"['A man is standing in a train in a train station.', 'a person standing in a train near the doors ', 'A group of people riding a white and blue train.', 'A man stands near the open train entrance. ', 'A bus with its doors open and passengers standing inside.']",A man is standing in a train in a train station.,5,there is a man that is standing at the door of a train,a man is getting off of a train,[OFA_UNAVAILABLE],a man standing next to a train at a train station,0.0611538057690102,0.180921760812233,,0.0717585291477213,0.1498989210112652,0.5437352245862884,0.4999999999999999,0,1,,1,object_misidentification,correct,,correct,that,,,,0.49291473558581245,8.948922322122293,0.46852028532163514,0.4949476064411605,"['A man is standing in a train in a train station.', 'a person standing in a train near the doors ', 'A group of people riding a white and blue train.', 'A man stands near the open train entrance. ', 'A bus with its doors open and passengers standing inside.']",0.6153846153846154,0.3922322702763681,0.111831629417172,low,0.75,0.5669467095138409,0.3769737205645769,0.1529013709142835,0.416822429906542,0.5263157894736842,medium,0.6363636363636364,0.4369314487526514,0.1284876442714151,0.2051915365979776,0.5769944341372912,0.7272727272727273,low,0,0,0,1,1,1,1,1,0,0,0,0,0.515069090838886,0.24551248187902694
427113,COCO_val2014_000000427113.jpg,val,object_confusion,True,True,"['A couple of older men sitting on top of a bench.', 'Two old men with glasses seated on armchairs ', 'Two older men sit on an outdoor bench.', 'Two old men sitting side by side conversing.', 'A couple of men sitting on a wooden bench.']",A couple of older men sitting on top of a bench.,5,there are two men sitting on a bench talking to each other,two men sitting on a bench,[OFA_UNAVAILABLE],a man and a woman sitting on a bench,0.2241693350192229,0.3849815007763549,,0.1275343138759482,0.1632425641214424,0.4464285714285714,0.5,1,0,,0,correct,relation_mismatch,,object_misidentification,,bench,,woman,0.5569438694483705,9.400583725292798,,,"['A couple of older men sitting on top of a bench.', 'Two old men with glasses seated on armchairs ', 'Two older men sit on an outdoor bench.', 'Two old men sitting side by side conversing.', 'A couple of men sitting on a wooden bench.']",0.4166666666666667,0.337099931231621,0.2832581674713524,medium,0.5971094254781577,0.5066641486392106,0.451386440550339,0.2712593085505815,0.4807692307692308,0.7142857142857143,high,0.4444444444444444,0.3333333333333333,0.2513158137097179,0.0619451375836932,0.4166666666666666,0.5555555555555556,medium,1,1,1,0,0,0,0,0,0,1,1,0,0.5733129206460392,0.19760056420805924
3742,COCO_val2014_000000003742.jpg,val,gender_ambiguity,True,True,"['Apple in and over-flowing a bowl on a windowsill with a rose in a vase.', 'A white vase with a fully opened red rose stands next to an overflowing bowl of apples next to a mirror on a window ledge. ', 'A bowl full of apples sitting next to a vase and a mirror.', 'A still-life with a bowl of apples, a mirror, and a red rose in a vase.', 'A vase with flower and apples on the table']",Apple in and over-flowing a bowl on a windowsill with a rose in a vase.,5,there is a bowl of apples and apples in front of a window,a bowl of apples and a rose on a window sill,[OFA_UNAVAILABLE],a bowl of apples sitting on a window sill,0.1469410625195576,0.2269203936503806,,0.2822798386157955,0.2037153264705328,0.2718676122931442,0.4666666666666667,0,1,,1,attribute_mismatch,correct,,correct,bowl,,,,0.43712394706724395,8.006847983404445,0.42414875685072634,0.43820521291862047,"['Apple in and over-flowing a bowl on a windowsill with a rose in a vase.', 'A white vase with a fully opened red rose stands next to an overflowing bowl of apples next to a mirror on a window ledge. ', 'A bowl full of apples sitting next to a vase and a mirror.', 'A still-life with a bowl of apples, a mirror, and a red rose in a vase.', 'A vase with flower and apples on the table']",0.6153846153846154,0.5063696835418333,0.359907503551434,medium,0.9090909090909092,0.7977240352174656,0.5963868149074115,0.2508588798884563,0.4472257653061224,0.5714285714285714,medium,0.8888888888888888,0.816496580927726,0.7249202486685947,0.2395301095033597,0.4056437389770724,0.5454545454545455,medium,0,0,0,1,1,1,1,0,1,0,1,1,0.462230606065777,0.3184211774359309
10216,COCO_val2014_000000010216.jpg,val,gender_ambiguity,True,True,"['A woman serving the tennis ball on the court', 'A tennis player who is leaping to hit the ball during a match.', 'A girl is swinging her tennis racquet at at the ball.', 'Woman playing tennis at a large tennis match.', 'A tennis player is jumping up to hit the ball.']",A woman serving the tennis ball on the court,5,there is a woman that is playing tennis on the court,a woman holding a tennis racquet on a tennis court,[OFA_UNAVAILABLE],a woman swinging a tennis racquet on a tennis court,0.141777136045218,0.0830701847441279,,0.0855526185871245,0.1757446784479578,0.6114130434782608,0.6,1,1,,1,correct,correct,,correct,,,,,0.5669679657011402,10.059454402410749,,,"['A woman serving the tennis ball on the court', 'A tennis player who is leaping to hit the ball during a match.', 'A girl is swinging her tennis racquet at at the ball.', 'Woman playing tennis at a large tennis match.', 'A tennis player is jumping up to hit the ball.']",0.7272727272727273,0.5393598899705937,0.3185455882118027,medium,0.8,0.5163977794943222,0.1493801582185721,0.2065766871500714,0.2747252747252747,0.5263157894736842,low,0.9,0.5477225575051661,0.1553616252976929,0.2089098874127831,0.2747252747252747,0.5263157894736842,low,1,1,1,1,1,1,1,1,1,0,0,0,0.5789239357618762,0.18230544946631688
240501,COCO_val2014_000000240501.jpg,val,gender_ambiguity,True,True,"['A bathroom with a shower, toilet, and sink.', 'The bathroom contains a window, toilet, sink, and bathtub.', 'The view of a small bathroom from the door.', 'A bathroom with a pedestal sink, toilet and tub with shower.', 'Bathroom with pink walls and white toilet and sink']","A bathroom with a shower, toilet, and sink.",5,there is a white toilet sitting next to a white sink in a bathroom,"a bathroom with a toilet, sink, and bathtub",[OFA_UNAVAILABLE],a white toilet sitting next to a bath tub,0.0472752660631156,0.5,,0.0637671569379741,0.1257796801168407,0.2105263157894736,0.2727272727272727,1,1,,1,correct,correct,,correct,,,,,0.5432448148434047,10.01631579011034,,,"['A bathroom with a shower, toilet, and sink.', 'The bathroom contains a window, toilet, sink, and bathtub.', 'The view of a small bathroom from the door.', 'A bathroom with a pedestal sink, toilet and tub with shower.', 'Bathroom with pink walls and white toilet and sink']",0.4285714285714285,0.2567762955065477,0.0819048345440346,low,0.875,0.7905694150420949,0.6786044041487267,0.3140197607649517,0.703125,0.75,high,0.5555555555555556,0.2635231383473649,0.0997347467647626,0.079612596506308,0.2839506172839506,0.3,low,1,1,0,1,1,1,1,1,1,0,1,0,0.5566330869357982,0.21684656222271273
190185,COCO_val2014_000000190185.jpg,val,context_mismatch,True,True,"['A large sandwich filled with sausages on a tray.', 'A double layer hot dog sandwich with cheese ', 'The huge sandwich has two sausages and a side of hush puppies.', 'A large sandwich topped with an American flag.', 'A double decker hot dog with cheese on top.']",A large sandwich filled with sausages on a tray.,5,there is a sausage sandwich on a bun with pickles on the side,a hot dog on a bun,[OFA_UNAVAILABLE],a hamburger with a pickle on top of it,0.0449412542808265,0.0925037944296153,,0.0358589075361213,0.0723292783136986,0.3191489361702128,0.3636363636363637,0,0,,1,context_mismatch,object_hallucination,,correct,sausage,bun,,,0.3740578532648786,5.625636637008254,0.36071635334797986,0.3751696449246202,"['A large sandwich filled with sausages on a tray.', 'A double layer hot dog sandwich with cheese ', 'The huge sandwich has two sausages and a side of hush puppies.', 'A large sandwich topped with an American flag.', 'A double decker hot dog with cheese on top.']",0.5384615384615384,0.2118296364340808,0.074164075183866,low,0.5971094254781577,0.4136895450425726,0.1452696055687575,0.0990441318254096,0.3627873563218391,0.5333333333333333,low,0.5555555555555556,0.0833333333333333,0.046292768690652,0.0269307202542964,0.2222222222222222,0.4444444444444444,low,0,1,0,0,0,1,1,1,1,0,0,0,0.38411694752249337,0.3780487620435781
556462,COCO_val2014_000000556462.jpg,val,gender_ambiguity,True,True,"['Panini and fries are are on a lunch platter are served with dressings.', 'A sandwich with toothpicks and french fries are on a plate.', 'A grilled sandwich and french fries on a white plate.', 'Closeup of a table with a plate of food that includes a sandwich and fries.', 'This person ordered some sandwich melts with fries on the side.']",Panini and fries are are on a lunch platter are served with dressings.,5,there is a sandwich and french fries on a plate on a table,a sandwich and french fries on a plate,[OFA_UNAVAILABLE],a sandwich and french fries on a white plate,0.5142401605028263,0.6548907866815301,,0.7524671737372864,0.3668624555331575,0.6528630869823657,0.6956521739130435,1,0,,0,correct,object_misidentification,,general_baseline,,plate,,white,0.05119131231140555,0.18496009484522188,,,"['Panini and fries are are on a lunch platter are served with dressings.', 'A sandwich with toothpicks and french fries are on a plate.', 'A grilled sandwich and french fries on a white plate.', 'Closeup of a table with a plate of food that includes a sandwich and fries.', 'This person ordered some sandwich melts with fries on the side.']",0.7692307692307693,0.7161148740394329,0.6154331741014101,high,0.7788007830714049,0.7788007830714049,0.7328795961909502,0.4422211135313743,0.7059558517284465,0.888888888888889,high,0.8948393168143697,0.8370455349335584,0.8130154749296171,0.4459396114194719,0.8017676767676769,0.9473684210526316,high,1,1,1,0,0,0,0,0,0,1,1,1,0.05469083182696335,0.8697964877900147
394206,COCO_val2014_000000394206.jpg,val,gender_ambiguity,True,True,"['A group of people riding in the back of a truck.', 'The men and women was sitting in the back of the truck', 'A group of young men wearing sunglasses are crowded into the back of a truck.', 'A large group of men traveling on the back of a truck.', 'There are many people in the back of the truck.']",A group of people riding in the back of a truck.,5,there are a lot of people riding in the back of a truck,a group of people riding on the back of a truck,[OFA_UNAVAILABLE],people riding on the back of a truck,0.6400572202540576,0.7186082239261684,,0.4787974949414674,0.4324285038953791,0.7991622574955908,0.8333333333333333,1,0,,0,correct,general_baseline,,general_baseline,,people,,back,0.5073189497267419,9.72665312007694,,,"['A group of people riding in the back of a truck.', 'The men and women was sitting in the back of the truck', 'A group of young men wearing sunglasses are crowded into the back of a truck.', 'A large group of men traveling on the back of a truck.', 'There are many people in the back of the truck.']",0.9230769230769232,0.7844645405527361,0.694973748237645,high,1.0,0.8944271909999159,0.8109602660764533,0.4416276517025921,0.813692480359147,0.9090909090909092,high,0.7788007830714049,0.6582067953986983,0.5525526962039344,0.3901519485317897,0.5503634475597092,0.7368421052631579,high,1,1,1,0,0,0,0,0,0,1,1,1,0.5220609804075981,0.24865440898811703
160860,COCO_val2014_000000160860.jpg,val,context_mismatch,True,True,"['A sliced cake on a dining table with a knife next to it', 'A half a cake sitting next to a large knife.', 'Cake that has had large chunk cut out of it', 'A chocolate cake next to a cutting knife.', 'Left over pieces of chocolate cake and a cutting knife.']",A sliced cake on a dining table with a knife next to it,5,there is a piece of chocolate cake on a doily plate with a knife,a piece of chocolate cake on a white plate,[OFA_UNAVAILABLE],a piece of chocolate cake on a cutting board,0.1611452185674471,0.1996019880774732,,0.2193456688254154,0.196875242411212,0.5133198317494937,0.5185185185185186,0,1,,1,context_mismatch,correct,,correct,knife,,,,0.4170643048012258,7.813350239291821,0.39700373870823963,0.41860742526991707,"['A sliced cake on a dining table with a knife next to it', 'A half a cake sitting next to a large knife.', 'Cake that has had large chunk cut out of it', 'A chocolate cake next to a cutting knife.', 'Left over pieces of chocolate cake and a cutting knife.']",0.6428571428571429,0.5447047794019222,0.4201658909605014,medium,0.6666666666666666,0.5773502691896257,0.4566711403962942,0.2054820609607457,0.4888888888888889,0.5263157894736842,medium,0.7777777777777778,0.6972166887783963,0.5178720843256431,0.2386512460460634,0.5948372615039282,0.631578947368421,medium,0,1,0,1,1,1,1,1,1,0,0,1,0.43523758313698285,0.3334991559064073
467887,COCO_val2014_000000467887.jpg,val,counting_errors,True,True,"['A man uses his computer while sitting at a desk. ', 'A man is using a computer in his dining room', 'A man working on his laptop computer at the table.', 'Man sitting at a dining room table working on his laptop computer. ', 'The man is using a mouse looking at the computer.']",A man uses his computer while sitting at a desk. ,5,there is a man that is sitting at a table with a laptop,a man sitting at a table using a laptop computer,[OFA_UNAVAILABLE],a man sitting in front of a laptop computer,0.1087485536445503,0.3826029416278447,,0.0816872798602903,0.1579333794154725,0.3611650485436893,0.48,1,0,,0,correct,counting_errors,,general_baseline,,laptop,,sitting,0.47790458506162514,8.080161528387485,,,"['A man uses his computer while sitting at a desk. ', 'A man is using a computer in his dining room', 'A man working on his laptop computer at the table.', 'Man sitting at a dining room table working on his laptop computer. ', 'The man is using a mouse looking at the computer.']",0.6153846153846154,0.3922322702763681,0.2409339418591454,medium,0.9,0.7745966692414834,0.5313292845913056,0.2850419643574116,0.4795918367346938,0.6363636363636365,high,0.6959861353000654,0.4832684649178643,0.143992976885338,0.1524645352398663,0.3757575757575758,0.4761904761904762,low,1,1,1,0,0,0,0,0,0,0,1,0,0.49310447732678236,0.26853889346755955
